order_id,order_date,customer_id,product,quantity,unit_price,city,state
A3649,3/1/2025,C702,Soya Chunks,1,2.9,Dallas,TX
A3650,2/10/2025,C995,Soya Chunks,1,2.9,San Antonio,TX
A3651,2/6/2025,C763,Quinoa,8,6.25,Fort Worth,TX
A3652,1/23/2025,C862,Green Tea,5,4,Dallas,TX
A3653,2/22/2025,C412,Soya Chunks,9,2.9,El Paso,TX
A3654,2/11/2025,C1391,Chia Seeds,1,8.5,San Antonio,TX
A3655,2/5/2025,C636,Almonds,8,5.75,El Paso,TX
A3656,1/1/2025,C561,Almonds,2,5.75,Houston,TX
A3657,3/16/2025,C179,Soya Chunks,4,2.9,Arlington,TX
A3658,3/1/2025,C104,Green Tea,6,4,Houston,TX
A3659,1/15/2025,C490,Soya Chunks,4,2.9,Corpus Christi,TX
A3660,2/27/2025,C491,Cashews,9,7,Plano,TX
A3661,1/16/2025,C209,Chia Seeds,10,8.5,San Antonio,TX
A3662,2/28/2025,C030,Chana Dal,4,4.4,Houston,TX
A3663,2/4/2025,C1435,Oats,1,3,Fort Worth,TX
A3664,1/11/2025,C510,Cashews,2,7,Plano,TX
A3665,3/12/2025,C1163,Oats,4,3,Corpus Christi,TX
A3666,2/10/2025,C1077,Protein Bar,1,2.5,Fort Worth,TX
A3667,1/22/2025,C910,Cashews,2,7,Dallas,TX
A3668,3/27/2025,C760,Soya Chunks,2,2.9,Plano,TX
A3669,1/26/2025,C875,Green Tea,8,4,Arlington,TX
A3670,3/10/2025,C445,Chana Dal,6,4.4,El Paso,TX
A3671,2/4/2025,C283,Quinoa,9,6.25,Dallas,TX
A3672,3/9/2025,C317,Protein Bar,2,2.5,Corpus Christi,TX
A3673,1/22/2025,C1208,Soya Chunks,3,2.9,Arlington,TX
A3674,2/14/2025,C436,Soya Chunks,4,2.9,Austin,TX
A3675,2/17/2025,C1321,Soya Chunks,1,2.9,Fort Worth,TX
A3676,4/1/2025,C848,Soya Chunks,5,2.9,San Antonio,TX
A3677,2/19/2025,C645,Chana Dal,8,4.4,Houston,TX
A3678,2/14/2025,C1368,Cashews,4,7,Dallas,TX
A3679,3/3/2025,C167,Quinoa,8,6.25,Dallas,TX
A3680,2/22/2025,C557,Chia Seeds,2,8.5,Arlington,TX
A3681,3/29/2025,C754,Quinoa,9,6.25,Fort Worth,TX
A3682,3/13/2025,C1448,Chana Dal,7,4.4,Plano,TX
A3683,3/30/2025,C277,Oats,10,3,Arlington,TX
A3684,3/11/2025,C109,Broccoli,5,1.8,Fort Worth,TX
A3685,2/21/2025,C901,Protein Bar,10,2.5,Austin,TX
A3686,2/1/2025,C1101,Green Tea,2,4,Fort Worth,TX
A3687,3/19/2025,C561,Broccoli,10,1.8,Fort Worth,TX
A3688,1/20/2025,C1341,Broccoli,9,1.8,San Antonio,TX
A3689,3/17/2025,C341,Chia Seeds,3,8.5,Frisco,TX
A3690,3/26/2025,C1373,Protein Bar,7,2.5,El Paso,TX
A3691,1/16/2025,C270,Green Tea,3,4,San Antonio,TX
A3692,2/3/2025,C689,Chana Dal,2,4.4,Houston,TX
A3693,3/18/2025,C1405,Oats,8,3,Fort Worth,TX
A3694,1/15/2025,C754,Broccoli,4,1.8,Arlington,TX
A3695,3/30/2025,C200,Cashews,10,7,San Antonio,TX
A3696,1/8/2025,C1155,Soya Chunks,7,2.9,San Antonio,TX
A3697,3/31/2025,C724,Almonds,1,5.75,Austin,TX
A3698,1/11/2025,C1488,Soya Chunks,4,2.9,Frisco,TX
A3699,3/9/2025,C429,Chana Dal,7,4.4,Houston,TX
A3700,2/26/2025,C1491,Cashews,10,7,Plano,TX
A3701,1/1/2025,C347,Broccoli,3,1.8,Arlington,TX
A3702,1/1/2025,C407,Oats,5,3,Frisco,TX
A3703,3/6/2025,C235,Protein Bar,8,2.5,Houston,TX
A3704,3/10/2025,C953,Almonds,9,5.75,Houston,TX
A3705,3/14/2025,C903,Protein Bar,9,2.5,Fort Worth,TX
A3706,3/15/2025,C282,Oats,4,3,San Antonio,TX
A3707,3/14/2025,C1064,Protein Bar,8,2.5,Houston,TX
A3708,1/12/2025,C1237,Quinoa,9,6.25,Fort Worth,TX
A3709,3/10/2025,C241,Quinoa,2,6.25,Austin,TX
A3710,1/19/2025,C158,Chia Seeds,7,8.5,Houston,TX
A3711,1/7/2025,C1257,Soya Chunks,1,2.9,El Paso,TX
A3712,3/12/2025,C608,Soya Chunks,1,2.9,Plano,TX
A3713,3/17/2025,C1212,Oats,3,3,Arlington,TX
A3714,3/19/2025,C1418,Quinoa,4,6.25,El Paso,TX
A3715,1/24/2025,C1427,Chana Dal,7,4.4,San Antonio,TX
A3716,3/12/2025,C1466,Protein Bar,5,2.5,Arlington,TX
A3717,3/28/2025,C893,Oats,7,3,Corpus Christi,TX
A3718,2/18/2025,C034,Green Tea,4,4,Arlington,TX
A3719,3/18/2025,C1226,Oats,7,3,Frisco,TX
A3720,2/27/2025,C1460,Oats,7,3,Austin,TX
A3721,3/6/2025,C1483,Broccoli,10,1.8,El Paso,TX
A3722,3/2/2025,C732,Soya Chunks,6,2.9,Houston,TX
A3723,1/27/2025,C1171,Chia Seeds,9,8.5,Houston,TX
A3724,3/22/2025,C616,Green Tea,2,4,Frisco,TX
A3725,1/10/2025,C1206,Soya Chunks,4,2.9,Plano,TX
A3726,3/27/2025,C233,Green Tea,10,4,El Paso,TX
A3727,3/6/2025,C426,Broccoli,6,1.8,Arlington,TX
A3728,3/5/2025,C818,Chana Dal,1,4.4,Arlington,TX
A3729,3/13/2025,C1261,Almonds,3,5.75,San Antonio,TX
A3730,3/3/2025,C020,Chia Seeds,10,8.5,Corpus Christi,TX
A3731,1/14/2025,C1471,Protein Bar,6,2.5,Austin,TX
A3732,2/3/2025,C1333,Quinoa,8,6.25,Dallas,TX
A3733,3/11/2025,C378,Protein Bar,6,2.5,Arlington,TX
A3734,2/25/2025,C629,Oats,2,3,Houston,TX
A3735,1/10/2025,C587,Protein Bar,8,2.5,Arlington,TX
A3736,1/30/2025,C1119,Protein Bar,4,2.5,San Antonio,TX
A3737,3/18/2025,C1099,Green Tea,1,4,Austin,TX
A3738,1/16/2025,C633,Chia Seeds,5,8.5,Austin,TX
A3739,2/8/2025,C1296,Oats,3,3,Plano,TX
A3740,3/18/2025,C562,Almonds,2,5.75,Houston,TX
A3741,1/1/2025,C1468,Almonds,10,5.75,Arlington,TX
A3742,1/13/2025,C838,Green Tea,7,4,Dallas,TX
A3743,3/2/2025,C1194,Green Tea,8,4,Houston,TX
A3744,2/18/2025,C1210,Oats,6,3,Corpus Christi,TX
A3745,3/10/2025,C1036,Protein Bar,1,2.5,San Antonio,TX
A3746,2/4/2025,C912,Chana Dal,8,4.4,Corpus Christi,TX
A3747,2/16/2025,C1378,Quinoa,5,6.25,Arlington,TX
A3748,3/1/2025,C1066,Chana Dal,5,4.4,Houston,TX
A3749,1/8/2025,C075,Chana Dal,4,4.4,Arlington,TX
A3750,2/10/2025,C295,Almonds,9,5.75,Frisco,TX
A3751,2/21/2025,C490,Broccoli,6,1.8,Fort Worth,TX
A3752,4/1/2025,C796,Green Tea,8,4,San Antonio,TX
A3753,3/26/2025,C721,Protein Bar,3,2.5,Dallas,TX
A3754,3/14/2025,C799,Almonds,5,5.75,San Antonio,TX
A3755,3/8/2025,C817,Chia Seeds,7,8.5,Arlington,TX
A3756,1/9/2025,C833,Soya Chunks,3,2.9,Corpus Christi,TX
A3757,3/9/2025,C463,Broccoli,2,1.8,Fort Worth,TX
A3758,1/25/2025,C021,Chana Dal,4,4.4,Fort Worth,TX
A3759,3/22/2025,C650,Protein Bar,1,2.5,Arlington,TX
A3760,1/24/2025,C212,Green Tea,9,4,El Paso,TX
A3761,3/29/2025,C1292,Chia Seeds,10,8.5,Arlington,TX
A3762,3/18/2025,C1227,Broccoli,10,1.8,Austin,TX
A3763,3/4/2025,C955,Chana Dal,6,4.4,Austin,TX
A3764,2/22/2025,C1223,Green Tea,8,4,Frisco,TX
A3765,3/4/2025,C280,Quinoa,3,6.25,Frisco,TX
A3766,3/16/2025,C375,Chia Seeds,5,8.5,Fort Worth,TX
A3767,2/28/2025,C422,Chana Dal,1,4.4,Dallas,TX
A3768,2/25/2025,C093,Cashews,9,7,Austin,TX
A3769,2/22/2025,C1184,Chia Seeds,9,8.5,Houston,TX
A3770,2/19/2025,C1453,Quinoa,10,6.25,Fort Worth,TX
A3771,3/23/2025,C1317,Quinoa,1,6.25,Arlington,TX
A3772,2/18/2025,C1435,Green Tea,6,4,Austin,TX
A3773,3/31/2025,C889,Soya Chunks,6,2.9,Houston,TX
A3774,1/12/2025,C316,Chia Seeds,8,8.5,Fort Worth,TX
A3775,1/24/2025,C160,Broccoli,4,1.8,Dallas,TX
A3776,2/27/2025,C135,Broccoli,5,1.8,Plano,TX
A3777,3/6/2025,C699,Chia Seeds,5,8.5,Plano,TX
A3778,2/27/2025,C875,Protein Bar,9,2.5,El Paso,TX
A3779,2/15/2025,C063,Soya Chunks,6,2.9,Dallas,TX
A3780,1/18/2025,C390,Chana Dal,7,4.4,Dallas,TX
A3781,3/14/2025,C044,Oats,5,3,Houston,TX
A3782,4/1/2025,C1205,Quinoa,6,6.25,Plano,TX
A3783,1/15/2025,C1257,Protein Bar,5,2.5,Austin,TX
A3784,1/3/2025,C1472,Broccoli,10,1.8,Austin,TX
A3785,2/6/2025,C715,Almonds,4,5.75,El Paso,TX
A3786,3/22/2025,C1015,Cashews,2,7,Austin,TX
A3787,3/3/2025,C854,Protein Bar,10,2.5,Austin,TX
A3788,3/28/2025,C547,Green Tea,4,4,Fort Worth,TX
A3789,3/6/2025,C332,Soya Chunks,6,2.9,El Paso,TX
A3790,1/5/2025,C081,Soya Chunks,7,2.9,El Paso,TX
A3791,1/11/2025,C044,Broccoli,1,1.8,Dallas,TX
A3792,3/21/2025,C816,Oats,9,3,San Antonio,TX
A3793,3/22/2025,C1424,Chia Seeds,5,8.5,Fort Worth,TX
A3794,1/21/2025,C477,Chana Dal,5,4.4,Dallas,TX
A3795,3/19/2025,C1460,Almonds,8,5.75,Frisco,TX
A3796,3/14/2025,C1140,Broccoli,10,1.8,San Antonio,TX
A3797,2/17/2025,C001,Chana Dal,6,4.4,Corpus Christi,TX
A3798,2/23/2025,C032,Oats,10,3,Arlington,TX
A3799,2/10/2025,C690,Chana Dal,8,4.4,Frisco,TX
A3800,3/2/2025,C1185,Green Tea,6,4,Houston,TX
A3801,1/17/2025,C1261,Soya Chunks,6,2.9,Dallas,TX
A3802,1/31/2025,C1392,Broccoli,8,1.8,Dallas,TX
A3803,1/14/2025,C140,Broccoli,4,1.8,Plano,TX
A3804,2/13/2025,C547,Chia Seeds,1,8.5,El Paso,TX
A3805,2/26/2025,C1303,Cashews,4,7,Austin,TX
A3806,3/8/2025,C977,Broccoli,10,1.8,San Antonio,TX
A3807,2/17/2025,C1204,Soya Chunks,3,2.9,Dallas,TX
A3808,4/1/2025,C515,Quinoa,10,6.25,Austin,TX
A3809,2/6/2025,C141,Almonds,5,5.75,Corpus Christi,TX
A3810,2/11/2025,C442,Protein Bar,5,2.5,Frisco,TX
A3811,1/6/2025,C1478,Chia Seeds,2,8.5,Dallas,TX
A3812,3/20/2025,C982,Broccoli,6,1.8,Arlington,TX
A3813,3/15/2025,C152,Quinoa,3,6.25,Frisco,TX
A3814,3/23/2025,C1365,Green Tea,9,4,Corpus Christi,TX
A3815,2/16/2025,C1405,Broccoli,10,1.8,El Paso,TX
A3816,2/2/2025,C988,Quinoa,10,6.25,San Antonio,TX
A3817,1/2/2025,C126,Quinoa,1,6.25,Houston,TX
A3818,3/1/2025,C023,Protein Bar,8,2.5,Houston,TX
A3819,2/17/2025,C1186,Green Tea,2,4,Dallas,TX
A3820,1/23/2025,C789,Chana Dal,2,4.4,Plano,TX
A3821,3/22/2025,C1461,Chana Dal,2,4.4,Arlington,TX
A3822,2/18/2025,C550,Oats,9,3,San Antonio,TX
A3823,1/3/2025,C514,Soya Chunks,10,2.9,Frisco,TX
A3824,1/23/2025,C554,Quinoa,1,6.25,Arlington,TX
A3825,2/27/2025,C629,Cashews,2,7,Houston,TX
A3826,1/19/2025,C1159,Almonds,1,5.75,El Paso,TX
A3827,1/25/2025,C1248,Soya Chunks,5,2.9,Fort Worth,TX
A3828,2/6/2025,C283,Cashews,10,7,Dallas,TX
A3829,1/26/2025,C567,Chia Seeds,3,8.5,Dallas,TX
A3830,3/10/2025,C1348,Chana Dal,8,4.4,Corpus Christi,TX
A3831,1/11/2025,C987,Chana Dal,3,4.4,El Paso,TX
A3832,3/23/2025,C668,Broccoli,9,1.8,Fort Worth,TX
A3833,2/19/2025,C731,Soya Chunks,4,2.9,Austin,TX
A3834,2/2/2025,C1364,Chana Dal,9,4.4,San Antonio,TX
A3835,2/14/2025,C1098,Oats,5,3,Corpus Christi,TX
A3836,1/21/2025,C1253,Quinoa,8,6.25,Houston,TX
A3837,3/21/2025,C078,Chana Dal,1,4.4,Plano,TX
A3838,3/1/2025,C106,Chia Seeds,2,8.5,Corpus Christi,TX
A3839,3/10/2025,C1274,Green Tea,10,4,Dallas,TX
A3840,1/12/2025,C1392,Green Tea,2,4,Arlington,TX
A3841,1/5/2025,C153,Green Tea,7,4,Fort Worth,TX
A3842,2/20/2025,C1031,Soya Chunks,1,2.9,Fort Worth,TX
A3843,3/25/2025,C430,Oats,6,3,San Antonio,TX
A3844,1/9/2025,C902,Broccoli,2,1.8,Frisco,TX
A3845,2/7/2025,C254,Almonds,2,5.75,Austin,TX
A3846,1/9/2025,C1392,Almonds,9,5.75,Austin,TX
A3847,3/15/2025,C523,Oats,3,3,Dallas,TX
A3848,1/4/2025,C283,Soya Chunks,5,2.9,Houston,TX
A3849,3/10/2025,C099,Cashews,8,7,Dallas,TX
A3850,1/16/2025,C1051,Soya Chunks,7,2.9,Austin,TX
A3851,3/5/2025,C634,Soya Chunks,4,2.9,Plano,TX
A3852,2/22/2025,C565,Cashews,4,7,Fort Worth,TX
A3853,3/15/2025,C169,Protein Bar,3,2.5,Corpus Christi,TX
A3854,2/9/2025,C286,Chia Seeds,8,8.5,Plano,TX
A3855,3/11/2025,C382,Quinoa,6,6.25,Dallas,TX
A3856,3/22/2025,C213,Chana Dal,10,4.4,Plano,TX
A3857,3/16/2025,C283,Oats,3,3,Frisco,TX
A3858,1/15/2025,C705,Broccoli,4,1.8,Corpus Christi,TX
A3859,3/17/2025,C1391,Green Tea,6,4,Dallas,TX
A3860,1/9/2025,C1088,Green Tea,5,4,Plano,TX
A3861,1/28/2025,C447,Almonds,4,5.75,San Antonio,TX
A3862,2/19/2025,C1178,Chana Dal,6,4.4,Fort Worth,TX
A3863,3/9/2025,C311,Soya Chunks,2,2.9,Plano,TX
A3864,3/10/2025,C791,Oats,10,3,Houston,TX
A3865,1/22/2025,C077,Chia Seeds,2,8.5,Arlington,TX
A3866,3/15/2025,C1024,Chia Seeds,7,8.5,Dallas,TX
A3867,2/14/2025,C277,Green Tea,8,4,Fort Worth,TX
A3868,3/3/2025,C029,Chana Dal,2,4.4,Houston,TX
A3869,3/18/2025,C1294,Oats,4,3,Arlington,TX
A3870,1/21/2025,C321,Green Tea,2,4,Frisco,TX
A3871,1/17/2025,C429,Cashews,7,7,Austin,TX
A3872,1/13/2025,C1463,Oats,5,3,Corpus Christi,TX
A3873,1/6/2025,C1282,Protein Bar,5,2.5,San Antonio,TX
A3874,2/3/2025,C638,Quinoa,6,6.25,San Antonio,TX
A3875,2/22/2025,C103,Protein Bar,2,2.5,El Paso,TX
A3876,3/19/2025,C659,Chana Dal,1,4.4,Houston,TX
A3877,1/3/2025,C246,Quinoa,10,6.25,Dallas,TX
A3878,3/25/2025,C372,Broccoli,4,1.8,Fort Worth,TX
A3879,1/4/2025,C714,Chana Dal,10,4.4,Corpus Christi,TX
A3880,1/8/2025,C923,Almonds,8,5.75,Dallas,TX
A3881,3/13/2025,C868,Green Tea,2,4,Fort Worth,TX
A3882,1/2/2025,C415,Oats,9,3,Frisco,TX
A3883,2/13/2025,C050,Cashews,2,7,Houston,TX
A3884,1/23/2025,C146,Quinoa,9,6.25,Dallas,TX
A3885,1/9/2025,C619,Oats,4,3,Plano,TX
A3886,3/30/2025,C254,Protein Bar,8,2.5,Dallas,TX
A3887,2/26/2025,C1303,Chana Dal,4,4.4,Austin,TX
A3888,3/2/2025,C1297,Protein Bar,4,2.5,Plano,TX
A3889,2/7/2025,C1253,Quinoa,3,6.25,San Antonio,TX
A3890,1/1/2025,C052,Almonds,7,5.75,Fort Worth,TX
A3891,1/6/2025,C1007,Protein Bar,2,2.5,Frisco,TX
A3892,3/27/2025,C872,Chia Seeds,7,8.5,Houston,TX
A3893,3/10/2025,C939,Quinoa,6,6.25,Dallas,TX
A3894,1/5/2025,C957,Broccoli,5,1.8,Corpus Christi,TX
A3895,2/21/2025,C121,Green Tea,6,4,Arlington,TX
A3896,1/22/2025,C853,Quinoa,7,6.25,Houston,TX
A3897,2/26/2025,C525,Soya Chunks,5,2.9,Fort Worth,TX
A3898,1/1/2025,C1201,Quinoa,10,6.25,El Paso,TX
A3899,3/20/2025,C259,Chia Seeds,2,8.5,Frisco,TX
A3900,3/25/2025,C1497,Oats,5,3,Arlington,TX
A3901,1/30/2025,C1243,Almonds,10,5.75,San Antonio,TX
A3902,2/18/2025,C084,Green Tea,9,4,Arlington,TX
A3903,2/13/2025,C281,Green Tea,8,4,El Paso,TX
A3904,3/20/2025,C1302,Protein Bar,4,2.5,Dallas,TX
A3905,2/14/2025,C1223,Oats,2,3,Fort Worth,TX
A3906,2/9/2025,C1040,Soya Chunks,3,2.9,Plano,TX
A3907,2/17/2025,C950,Quinoa,3,6.25,Corpus Christi,TX
A3908,3/19/2025,C346,Chia Seeds,7,8.5,Arlington,TX
A3909,3/15/2025,C471,Protein Bar,9,2.5,Corpus Christi,TX
A3910,2/3/2025,C733,Protein Bar,10,2.5,Austin,TX
A3911,3/27/2025,C101,Almonds,3,5.75,Frisco,TX
A3912,2/12/2025,C1192,Broccoli,4,1.8,Dallas,TX
A3913,3/10/2025,C557,Cashews,7,7,Corpus Christi,TX
A3914,1/26/2025,C512,Protein Bar,8,2.5,Dallas,TX
A3915,3/2/2025,C575,Protein Bar,5,2.5,Houston,TX
A3916,3/6/2025,C043,Chia Seeds,5,8.5,San Antonio,TX
A3917,3/7/2025,C1275,Oats,7,3,Arlington,TX
A3918,3/25/2025,C512,Green Tea,1,4,Plano,TX
A3919,1/11/2025,C155,Soya Chunks,8,2.9,Dallas,TX
A3920,3/10/2025,C1266,Broccoli,6,1.8,Corpus Christi,TX
A3921,1/3/2025,C1347,Protein Bar,4,2.5,Houston,TX
A3922,1/10/2025,C002,Broccoli,6,1.8,Arlington,TX
A3923,2/19/2025,C317,Soya Chunks,7,2.9,Plano,TX
A3924,2/22/2025,C1259,Broccoli,2,1.8,Austin,TX
A3925,1/26/2025,C529,Broccoli,5,1.8,Houston,TX
A3926,3/28/2025,C1262,Chana Dal,7,4.4,Austin,TX
A3927,2/11/2025,C1316,Broccoli,7,1.8,Arlington,TX
A3928,3/25/2025,C1178,Protein Bar,5,2.5,Arlington,TX
A3929,1/22/2025,C561,Chana Dal,2,4.4,Arlington,TX
A3930,2/11/2025,C637,Chana Dal,10,4.4,El Paso,TX
A3931,2/10/2025,C1153,Almonds,5,5.75,Arlington,TX
A3932,1/11/2025,C997,Almonds,1,5.75,Houston,TX
A3933,2/9/2025,C932,Green Tea,5,4,Plano,TX
A3934,1/27/2025,C458,Chana Dal,8,4.4,Austin,TX
A3935,1/1/2025,C030,Soya Chunks,10,2.9,Dallas,TX
A3936,3/13/2025,C895,Chia Seeds,6,8.5,Fort Worth,TX
A3937,2/17/2025,C666,Quinoa,4,6.25,Houston,TX
A3938,2/3/2025,C330,Chana Dal,3,4.4,Arlington,TX
A3939,3/20/2025,C876,Oats,7,3,Corpus Christi,TX
A3940,1/3/2025,C1286,Cashews,7,7,Austin,TX
A3941,3/20/2025,C1345,Cashews,7,7,Plano,TX
A3942,2/28/2025,C834,Almonds,4,5.75,Corpus Christi,TX
A3943,1/25/2025,C1187,Quinoa,4,6.25,Austin,TX
A3944,3/8/2025,C1173,Green Tea,6,4,Fort Worth,TX
A3945,1/3/2025,C1235,Chia Seeds,8,8.5,Corpus Christi,TX
A3946,2/12/2025,C526,Quinoa,4,6.25,Fort Worth,TX
A3947,2/14/2025,C508,Oats,5,3,Austin,TX
A3948,2/11/2025,C182,Quinoa,2,6.25,San Antonio,TX
A3949,2/21/2025,C838,Chana Dal,9,4.4,Dallas,TX
A3950,2/16/2025,C714,Green Tea,10,4,Arlington,TX
A3951,2/8/2025,C894,Chia Seeds,10,8.5,Fort Worth,TX
A3952,2/11/2025,C657,Cashews,2,7,Frisco,TX
A3953,2/5/2025,C1348,Oats,4,3,Arlington,TX
A3954,1/20/2025,C105,Oats,4,3,Plano,TX
A3955,2/5/2025,C1494,Chana Dal,4,4.4,Frisco,TX
A3956,1/30/2025,C1189,Green Tea,6,4,Corpus Christi,TX
A3957,3/21/2025,C804,Oats,9,3,Dallas,TX
A3958,1/10/2025,C173,Oats,6,3,Houston,TX
A3959,1/22/2025,C444,Chana Dal,1,4.4,Austin,TX
A3960,1/26/2025,C1114,Soya Chunks,5,2.9,San Antonio,TX
A3961,3/16/2025,C340,Cashews,9,7,Dallas,TX
A3962,3/14/2025,C159,Quinoa,4,6.25,El Paso,TX
A3963,3/30/2025,C1094,Cashews,5,7,El Paso,TX
A3964,3/4/2025,C1115,Chia Seeds,5,8.5,Dallas,TX
A3965,3/17/2025,C951,Chana Dal,1,4.4,Frisco,TX
A3966,3/16/2025,C130,Chia Seeds,2,8.5,El Paso,TX
A3967,3/4/2025,C1421,Broccoli,1,1.8,Frisco,TX
A3968,3/12/2025,C572,Green Tea,7,4,Fort Worth,TX
A3969,3/10/2025,C689,Cashews,10,7,San Antonio,TX
A3970,3/21/2025,C1024,Protein Bar,3,2.5,Arlington,TX
A3971,3/20/2025,C667,Broccoli,8,1.8,Dallas,TX
A3972,1/5/2025,C806,Green Tea,7,4,Arlington,TX
A3973,3/1/2025,C211,Green Tea,2,4,Plano,TX
A3974,1/10/2025,C1408,Broccoli,9,1.8,El Paso,TX
A3975,1/26/2025,C712,Protein Bar,6,2.5,San Antonio,TX
A3976,3/18/2025,C577,Quinoa,3,6.25,Frisco,TX
A3977,1/19/2025,C187,Protein Bar,6,2.5,Houston,TX
A3978,2/24/2025,C1349,Protein Bar,6,2.5,Dallas,TX
A3979,2/19/2025,C376,Quinoa,5,6.25,San Antonio,TX
A3980,2/6/2025,C711,Cashews,10,7,Austin,TX
A3981,1/5/2025,C1125,Oats,8,3,Plano,TX
A3982,3/25/2025,C510,Oats,4,3,Arlington,TX
A3983,1/8/2025,C022,Cashews,7,7,Plano,TX
A3984,2/18/2025,C036,Quinoa,10,6.25,Plano,TX
A3985,1/2/2025,C595,Almonds,5,5.75,Houston,TX
A3986,1/15/2025,C585,Chana Dal,6,4.4,Arlington,TX
A3987,3/2/2025,C1217,Broccoli,3,1.8,Arlington,TX
A3988,3/7/2025,C451,Oats,1,3,Fort Worth,TX
A3989,1/14/2025,C598,Green Tea,6,4,El Paso,TX
A3990,1/3/2025,C1005,Oats,1,3,Plano,TX
A3991,1/16/2025,C1464,Protein Bar,3,2.5,El Paso,TX
A3992,3/11/2025,C1180,Almonds,4,5.75,Fort Worth,TX
A3993,1/2/2025,C142,Soya Chunks,9,2.9,Houston,TX
A3994,3/24/2025,C968,Cashews,6,7,Frisco,TX
A3995,1/28/2025,C761,Chia Seeds,9,8.5,Houston,TX
A3996,3/17/2025,C297,Oats,8,3,Plano,TX
A3997,1/3/2025,C758,Broccoli,8,1.8,Austin,TX
A3998,3/29/2025,C247,Soya Chunks,5,2.9,Fort Worth,TX
A3999,3/14/2025,C1289,Quinoa,4,6.25,Dallas,TX
A4000,2/11/2025,C1470,Chia Seeds,3,8.5,San Antonio,TX
A4001,3/12/2025,C1362,Oats,9,3,Fort Worth,TX
A4002,2/23/2025,C1323,Green Tea,1,4,Houston,TX
A4003,3/25/2025,C561,Almonds,5,5.75,Plano,TX
A4004,2/8/2025,C1068,Cashews,9,7,Austin,TX
A4005,1/24/2025,C998,Green Tea,7,4,Plano,TX
A4006,1/30/2025,C1103,Chia Seeds,5,8.5,San Antonio,TX
A4007,1/25/2025,C424,Oats,2,3,Houston,TX
A4008,2/10/2025,C157,Quinoa,1,6.25,Fort Worth,TX
A4009,1/9/2025,C1286,Broccoli,6,1.8,Fort Worth,TX
A4010,3/20/2025,C230,Cashews,4,7,Houston,TX
A4011,3/16/2025,C1395,Oats,6,3,Frisco,TX
A4012,3/7/2025,C288,Protein Bar,5,2.5,Corpus Christi,TX
A4013,1/23/2025,C1464,Chana Dal,6,4.4,Corpus Christi,TX
A4014,2/4/2025,C1047,Almonds,6,5.75,El Paso,TX
A4015,1/10/2025,C1048,Soya Chunks,6,2.9,Plano,TX
A4016,4/1/2025,C584,Almonds,9,5.75,Arlington,TX
A4017,1/22/2025,C780,Broccoli,6,1.8,Corpus Christi,TX
A4018,1/23/2025,C258,Quinoa,4,6.25,Austin,TX
A4019,1/13/2025,C633,Quinoa,4,6.25,Houston,TX
A4020,1/29/2025,C258,Quinoa,9,6.25,Austin,TX
A4021,1/25/2025,C309,Chia Seeds,8,8.5,Arlington,TX
A4022,2/26/2025,C524,Almonds,9,5.75,Houston,TX
A4023,3/15/2025,C900,Broccoli,7,1.8,Arlington,TX
A4024,3/10/2025,C1195,Chana Dal,2,4.4,Dallas,TX
A4025,3/12/2025,C715,Quinoa,6,6.25,Arlington,TX
A4026,2/21/2025,C1039,Broccoli,5,1.8,Plano,TX
A4027,3/15/2025,C703,Oats,2,3,Arlington,TX
A4028,3/22/2025,C196,Broccoli,4,1.8,Arlington,TX
A4029,1/26/2025,C787,Green Tea,3,4,Corpus Christi,TX
A4030,3/25/2025,C991,Protein Bar,8,2.5,Corpus Christi,TX
A4031,2/24/2025,C459,Chia Seeds,3,8.5,Arlington,TX
A4032,3/8/2025,C978,Chana Dal,4,4.4,Houston,TX
A4033,1/28/2025,C402,Protein Bar,1,2.5,El Paso,TX
A4034,1/1/2025,C1192,Protein Bar,8,2.5,Dallas,TX
A4035,2/3/2025,C611,Oats,10,3,San Antonio,TX
A4036,1/31/2025,C1002,Cashews,10,7,Corpus Christi,TX
A4037,1/31/2025,C834,Protein Bar,9,2.5,Dallas,TX
A4038,3/27/2025,C655,Oats,3,3,San Antonio,TX
A4039,3/14/2025,C677,Broccoli,10,1.8,Arlington,TX
A4040,1/29/2025,C110,Chia Seeds,8,8.5,El Paso,TX
A4041,1/24/2025,C726,Broccoli,8,1.8,Austin,TX
A4042,3/27/2025,C1317,Protein Bar,8,2.5,Frisco,TX
A4043,2/11/2025,C547,Almonds,8,5.75,Frisco,TX
A4044,2/1/2025,C1154,Green Tea,2,4,Plano,TX
A4045,2/18/2025,C546,Green Tea,3,4,Corpus Christi,TX
A4046,1/28/2025,C777,Broccoli,9,1.8,Corpus Christi,TX
A4047,2/24/2025,C374,Chana Dal,2,4.4,Frisco,TX
A4048,1/31/2025,C446,Chia Seeds,9,8.5,Houston,TX
A4049,1/10/2025,C469,Broccoli,3,1.8,Plano,TX
A4050,3/17/2025,C786,Oats,9,3,Arlington,TX
A4051,2/10/2025,C1281,Quinoa,2,6.25,Frisco,TX
A4052,1/8/2025,C1428,Chia Seeds,5,8.5,Plano,TX
A4053,1/31/2025,C428,Chana Dal,8,4.4,Arlington,TX
A4054,1/22/2025,C332,Quinoa,4,6.25,Houston,TX
A4055,2/12/2025,C984,Chia Seeds,2,8.5,Austin,TX
A4056,2/9/2025,C1349,Chia Seeds,1,8.5,Houston,TX
